# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Import::Into;
0.000000,0,0.000000,
0.000034,2,0.000017,use strict;
0.000224,2,0.000112,use warnings FATAL => 'all';
0.000000,0,0.000000,
0.000002,1,0.000002,our $VERSION = '1.001001'; # 1.1.1
0.000000,0,0.000000,
0.000001,1,0.000001,my %importers;
0.000000,0,0.000000,
0.000000,0,0.000000,sub _importer {
0.000010,6,0.000002,my $target = shift;
0.000173,6,0.000029,\($importers{$target} ||= eval qq{
0.000000,0,0.000000,package $target;
0.000000,0,0.000000,sub { my \$m = splice \@_, 1, 1; shift->\$m(\@_) };
0.000000,0,0.000000,} or die "Couldn't build importer for $target: $@")
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,sub import::into {
0.000014,6,0.000002,my ($class, $target, @args) = @_;
0.000079,6,0.000013,$class->${_importer($target)}(import => @args);
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,sub unimport::out_of {
0.000000,0,0.000000,my ($class, $target, @args) = @_;
0.000000,0,0.000000,$class->${_importer($target)}(unimport => @args);
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000004,1,0.000004,1;
0.000000,0,0.000000,
0.000000,0,0.000000,=head1 NAME
0.000000,0,0.000000,
0.000000,0,0.000000,Import::Into - import packages into other packages 
0.000000,0,0.000000,
0.000000,0,0.000000,=head1 SYNOPSIS
0.000000,0,0.000000,
0.000000,0,0.000000,package My::MultiExporter;
0.000000,0,0.000000,
0.000000,0,0.000000,use Import::Into;
0.000000,0,0.000000,
0.000000,0,0.000000,use Thing1 ();
0.000000,0,0.000000,use Thing2 ();
0.000000,0,0.000000,
0.000000,0,0.000000,sub import {
0.000000,0,0.000000,my $target = caller;
0.000000,0,0.000000,Thing1->import::into($target);
0.000000,0,0.000000,Thing2->import::into($target, qw(import arguments));
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,Note: you don't need to do anything more clever than this provided you
0.000000,0,0.000000,document that people wanting to re-export your module should also be using
0.000000,0,0.000000,L<Import::Into>. In fact, for a single module you can simply do:
0.000000,0,0.000000,
0.000000,0,0.000000,sub import {
0.000000,0,0.000000,...
0.000000,0,0.000000,Thing1->import::into(scalar caller);
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,Notably, this works:
0.000000,0,0.000000,
0.000000,0,0.000000,use base qw(Exporter);
0.000000,0,0.000000,
0.000000,0,0.000000,sub import {
0.000000,0,0.000000,shift->export_to_level(1);
0.000000,0,0.000000,Thing1->import::into(scalar caller);
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,Note 2: You do B<not> need to do anything to Thing1 to be able to call
0.000000,0,0.000000,C<import::into> on it. This is a global method, and is callable on any
0.000000,0,0.000000,package (and in fact on any object as well, although it's rarer that you'd
0.000000,0,0.000000,want to do that).
0.000000,0,0.000000,
0.000000,0,0.000000,Finally, we also provide an C<unimport::out_of> to allow the exporting of the
0.000000,0,0.000000,effect of C<no>:
0.000000,0,0.000000,
0.000000,0,0.000000,# unimport::out_of was added in 1.1.0 (1.001000)
0.000000,0,0.000000,sub unimport {
0.000000,0,0.000000,Moose->unimport::out_of(scalar caller); # no MyThing == no Moose
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,If how and why this all works is of interest to you, please read on to the
0.000000,0,0.000000,description immediately below.
0.000000,0,0.000000,
0.000000,0,0.000000,=head1 DESCRIPTION
0.000000,0,0.000000,
0.000000,0,0.000000,Writing exporters is a pain. Some use L<Exporter>, some use L<Sub::Exporter>,
0.000000,0,0.000000,some use L<Moose::Exporter>, some use L<Exporter::Declare> ... and some things
0.000000,0,0.000000,are pragmas.
